,UID,predict
1646,14146011,0
1647,14146022,2
1648,14146023,2
1649,14146509,0
1650,14146674,2
1651,14146675,0
1652,14146806,0
1653,14146807,0
1654,14146808,2
1655,14147123,0
1656,14147124,2
1657,14147592,0
1658,14147625,2
1659,14147808,0
1660,14147859,0
1661,14147879,0
1662,14148020,0
1663,14148079,0
1664,14148167,2
1665,14148249,0
1666,14148251,2
1667,14148253,2
1668,14148292,2
1669,14148298,2
1670,14148593,0
1671,14148597,0
1672,14148726,2
1673,14148729,2
1674,14148975,2
1675,14148978,2
1676,14148979,2
1677,14149016,2
1678,14149047,2
1679,14149052,2
1680,14149173,0
1681,14149273,0
1682,14149314,2
1683,14149315,0
1684,14149372,0
1685,14149373,0
1686,14149426,2
1687,14149571,2
1688,14149684,2
1689,14149685,2
1690,14149761,0
1691,14149932,2
1692,14149933,2
1693,14150001,2
1694,14150081,0
1695,14150093,0
1696,14150094,2
1697,14150098,2
1698,14150230,2
1699,14150233,2
1700,14150244,0
1701,14150247,2
1702,14150250,0
1703,14150392,0
1704,14150627,2
1705,14150629,2
1706,14150750,2
1707,14150759,2
1708,14150761,2
1709,14150769,2
1710,14150771,2
1711,14150776,2
1712,14150878,2
1713,14150904,2
1714,14150912,2
1715,14150913,0
1716,14150921,2
1717,14150922,2
1718,14151000,0
1719,14151220,0
1720,14151253,0
1721,14151254,0
1722,14151263,0
1723,14151843,0
1724,14151971,2
1725,14152872,0
1726,14153113,2
1727,14153673,2
1728,14154176,2
1729,14154662,2
1730,14155172,0
1731,14155178,0
1732,14157071,2
1733,14157124,0
1734,14157126,0
1735,14157247,0
1736,14157415,0
1737,14157424,0
1738,14157429,2
1739,14157430,2
1740,14157628,2
1741,14157644,2
1742,14157748,2
1743,14157781,0
1744,14157783,2
1745,14158340,2
1746,14158341,2
1747,14158342,2
1748,14158343,2
1749,14158344,2
1750,14158349,2
1751,14158417,0
1752,14158441,0
1753,14158455,2
1754,14158566,2
1755,14158647,0
1756,14158693,2
1757,14158698,2
1758,14158713,0
1759,14158716,2
1760,14158761,2
1761,14158807,0
1762,14158835,2
1763,14158850,2
1764,14158852,2
1765,14158853,2
1766,14158934,2
1767,14158986,2
1768,14159009,2
1769,14159030,0
1770,14159071,2
1771,14159072,2
1772,14159074,2
1773,14159075,2
1774,14159076,2
1775,14159143,2
1776,14159157,2
1777,14159509,2
1778,14159747,0
1779,14159938,2
1780,14160028,0
1781,14160031,2
1782,14160032,2
1783,14160381,2
1784,14160383,2
1785,14160385,2
1786,14160583,2
1787,14161231,2
1788,14161368,0
1789,14161689,0
1790,14161820,2
1791,14161825,2
1792,14161914,0
1793,14161986,2
1794,14162068,0
1795,14162069,2
1796,14162267,0
1797,14162269,2
1798,14162796,2
1799,14162957,2
1800,14163141,0
1801,14163475,0
1802,14163784,2
1803,14163943,2
1804,14164114,0
1805,14164743,0
1806,14164786,0
1807,14164925,2
1808,14164995,2
1809,14165117,2
1810,14165151,2
1811,14165982,2
1812,14166611,2
1813,14167331,0
1814,14167806,0
1815,14167903,2
1816,14168820,0
1817,14169473,2
1818,14169545,2
1819,14170360,2
1820,14170401,2
1821,14170559,2
1822,14170682,0
1823,14170792,0
1824,14170836,0
1825,14170949,2
1826,14171340,2
1827,14171610,2
1828,14171637,0
1829,14171896,2
1830,14172867,2
1831,14172918,0
1832,14172921,2
1833,14173277,2
1834,14173278,0
1835,14173559,2
1836,14174100,0
1837,14174668,2
1838,14174673,2
1839,14175447,2
1840,14175448,2
1841,14175449,2
1842,14175450,2
1843,14175459,2
1844,14175462,2
1845,14175862,0
1846,14176548,2
1847,14176649,2
1848,14176653,2
1849,14177006,2
1850,14177734,0
1851,14177735,2
1852,14178161,2
1853,14178208,0
1854,14178288,2
1855,14178289,2
1856,14178428,2
1857,14178566,0
1858,14178599,2
1859,14178735,2
1860,14179256,0
1861,14179257,2
1862,14179633,0
1863,14179861,2
1864,14180338,2
1865,14180408,2
1866,14180473,2
1867,14180615,0
1868,14180723,2
1869,14180726,2
1870,14180728,2
1871,14180901,2
1872,14180905,0
1873,14180908,2
1874,14180959,2
1875,14180970,2
1876,14181033,2
1877,14181100,0
1878,14181108,2
1879,14181167,0
1880,14181255,0
1881,14181614,0
1882,14181717,2
1883,14181837,2
1884,14181882,2
1885,14181899,2
1886,14181900,2
1887,14182248,2
1888,14182309,2
1889,14182363,2
1890,14182372,0
1891,14182406,2
1892,14182441,2
1893,14182442,2
1894,14182579,0
1895,14182581,2
1896,14182622,0
1897,14183099,2
1898,14183100,0
1899,14183101,2
1900,14183107,0
1901,14183202,2
1902,14183203,2
1903,14183207,2
1904,14183210,0
1905,14183211,0
1906,141835,0
1907,14183938,0
1908,14183942,2
1909,14184014,0
1910,14184498,0
1911,14184530,2
1912,14184546,2
1913,14184650,0
1914,14184880,0
1915,14185005,0
1916,14185023,0
1917,14185024,2
1918,14185192,2
1919,14185193,2
1920,14185342,0
1921,14185556,2
1922,14185565,0
1923,14186008,2
1924,14186009,0
1925,14186010,2
1926,14186216,0
1927,14186246,0
1928,14186536,2
1929,14186541,2
1930,14186709,2
1931,14186803,2
1932,14186895,2
1933,14186905,2
1934,14186985,0
1935,14187033,2
1936,14187034,2
1937,14187109,2
1938,14187371,2
1939,14187539,0
1940,14187676,2
1941,14187792,2
1942,14187805,0
1943,14187888,2
1944,14187902,0
1945,14188051,0
1946,14188053,2
1947,142171,0
1948,142173,0
1949,142524,0
1950,142525,0
1951,142593,0
1952,142866,2
1953,142900,0
1954,143510,2
1955,143578,1
1956,143613,0
1957,143737,0
1958,143761,2
1959,143898,0
1960,143979,1
1961,144025,2
1962,144179,0
1963,144248,0
1964,144255,0
1965,145610,2
1966,145622,2
1967,145679,0
1968,146804,1
1969,146809,1
1970,146814,1
1971,146822,1
1972,146824,1
1973,147042,2
1974,147072,0
1975,147675,0
1976,147694,1
1977,147710,1
1978,147713,1
1979,147714,1
1980,147719,1
1981,147720,1
1982,147727,1
1983,147733,1
1984,147740,1
1985,147755,1
1986,147766,1
1987,147767,1
1988,147769,1
1989,147792,1
1990,147796,1
1991,147804,1
1992,147805,1
1993,147823,1
1994,147839,1
1995,147860,1
1996,147861,1
1997,147862,1
1998,147869,1
1999,147872,1
2000,147882,1
2001,147887,1
2002,147889,1
2003,147892,1
2004,147978,0
2005,148754,2
2006,148864,1
2007,15000416,0
2008,15000910,0
2009,15001165,2
2010,15001373,2
2011,15001390,2
2012,15001448,1
2013,15001610,2
2014,15001999,0
2015,15002074,0
2016,15002236,2
2017,15002504,0
2018,15002665,1
2019,15002857,0
2020,15002884,2
2021,15002911,1
2022,15003092,1
2023,15003550,2
2024,15003903,2
2025,15003905,1
2026,15004332,2
2027,15004382,1
2028,15004927,2
2029,15006268,2
2030,15006574,0
2031,15006577,1
2032,15006661,2
2033,15006671,0
2034,15006955,2
2035,15006959,1
2036,15007289,2
2037,15008097,2
2038,15008524,2
2039,15008552,0
2040,15008655,0
2041,15009028,1
2042,15009243,0
2043,15009252,1
2044,15009581,1
2045,15009594,0
2046,15009899,2
2047,1501046,2
2048,1501168,2
2049,150117,0
2050,1501170,0
2051,15012566,0
2052,15012766,2
2053,150128,0
2054,150141,0
2055,1501527,0
2056,1501540,0
2057,15016252,2
2058,15016320,1
2059,15016365,0
2060,1501655,0
2061,1501657,0
2062,15016615,1
2063,15016660,0
2064,15016758,0
2065,15016781,1
2066,15016785,2
2067,15016824,2
2068,15016839,2
2069,15016845,1
2070,15016846,1
2071,15016924,2
2072,15016926,1
2073,15016963,2
2074,1501724,2
2075,15017437,2
2076,15018898,0
2077,15019432,1
2078,15019496,0
2079,1501965,0
2080,15019717,2
2081,15020257,0
2082,1502070,2
2083,15020839,0
2084,1502085,2
2085,15020894,0
2086,15021690,2
2087,15021804,1
2088,15021908,2
2089,15022194,0
2090,15022247,0
2091,15022452,2
2092,15022583,0
2093,15022762,2
2094,15022775,2
2095,15022862,2
2096,15022986,0
2097,15022998,1
2098,15023006,2
2099,15023061,0
2100,15023596,0
2101,15023603,1
2102,15023609,1
2103,15023653,2
2104,15023729,1
2105,15023754,2
2106,15024083,0
2107,15024205,2
2108,15025356,2
2109,15025557,2
2110,1502672,0
2111,1502753,0
2112,1502828,0
2113,1502910,0
2114,15035759,1
2115,15035760,1
2116,15035767,0
2117,15036037,1
2118,15036132,2
2119,15036579,2
2120,15037629,2
2121,15037854,1
2122,1503801,0
2123,1503820,0
2124,15038210,2
2125,15038251,0
2126,15038598,2
2127,15040460,0
2128,15040592,2
2129,15040608,1
2130,15041455,0
2131,15041537,1
2132,15041544,1
2133,15042034,2
2134,15043590,1
2135,15043715,1
2136,15045219,1
2137,15045238,1
2138,15045757,2
2139,15045978,1
2140,15047703,0
2141,15048114,1
2142,15048350,0
2143,15048387,2
2144,15049320,2
2145,15050199,2
2146,15050264,2
2147,15050267,2
2148,15050987,2
2149,15051705,2
2150,15052647,2
2151,15052694,1
2152,15052727,1
2153,15052910,0
2154,15053066,2
2155,150533,0
2156,15053385,2
2157,15053448,2
2158,15054756,2
2159,15055026,1
2160,15055029,1
2161,15055087,1
2162,15055163,2
2163,15055181,2
2164,15055334,1
2165,15055388,1
2166,15055394,2
2167,15055408,1
2168,15055476,1
2169,15055482,2
2170,15055487,2
2171,15055542,1
2172,15055605,0
2173,15056309,2
2174,15056425,1
2175,15056844,2
2176,15057516,2
2177,15057596,1
2178,15057702,1
2179,15057703,1
2180,15058009,0
2181,15058020,1
2182,15058499,2
2183,15058503,1
2184,15058507,1
2185,15058637,2
2186,15058687,1
2187,15059047,2
2188,15059317,0
2189,15060341,1
2190,15060387,2
2191,15060569,1
2192,15061140,0
2193,15061722,1
2194,15061892,2
2195,15062091,2
2196,15062171,0
2197,15062253,2
2198,15062340,1
2199,15062880,2
2200,15064293,0
2201,15065029,1
2202,15065226,2
2203,15065245,2
2204,15065247,1
2205,15065306,2
2206,15065310,1
2207,15065345,2
2208,15065425,2
2209,15065427,2
2210,15065493,2
2211,15065497,2
2212,15065837,1
2213,15065839,1
2214,15065960,0
2215,15066077,0
2216,15066208,1
2217,15066287,2
2218,15066712,2
2219,15067129,1
2220,15067219,0
2221,15067228,2
2222,15067513,2
2223,15068103,2
2224,15068340,1
2225,15068498,2
2226,15068500,1
2227,15068501,1
2228,15068734,1
2229,15068943,1
2230,15068967,0
2231,15069072,1
2232,15069074,0
2233,15069464,2
2234,15069506,2
2235,15069561,2
2236,15069703,2
2237,15070004,0
2238,15070024,2
2239,15070263,1
2240,15070530,2
2241,15070534,1
2242,15071027,2
2243,15071029,1
2244,15071031,1
2245,15071032,1
2246,15071261,2
2247,15071279,2
2248,15071718,0
2249,15072131,0
2250,15072603,1
2251,15072665,2
2252,15072749,1
2253,15072793,2
2254,15072794,1
2255,15072810,2
2256,15072831,2
2257,15072877,2
2258,15072885,1
2259,15074533,2
2260,15074854,2
2261,15074897,0
2262,15075242,0
2263,15075581,2
2264,15075606,2
2265,15075608,2
2266,15075765,1
2267,1507578,0
2268,1507657,2
2269,15076857,2
2270,15076873,2
2271,1507709,0
2272,1507710,0
2273,15077186,2
2274,15077209,1
2275,15077217,2
2276,15077254,2
2277,15077279,2
2278,15077296,1
2279,15077308,1
2280,15077358,2
2281,15077373,1
2282,15077395,2
2283,15077855,1
2284,15077859,1
2285,15077870,2
2286,15078007,1
2287,15078036,1
2288,15078037,2
2289,15078108,2
2290,15078177,2
2291,15078179,1
2292,15078186,2
2293,15078210,1
2294,1507841,0
2295,15078541,1
2296,15078657,2
2297,1507872,0
2298,15078725,1
2299,15079101,1
2300,15079319,2
2301,15079517,1
2302,1507996,2
2303,15079994,2
2304,15080181,2
2305,15080197,1
2306,15080280,2
2307,15080282,1
2308,15080401,1
2309,15080432,2
2310,15080435,1
2311,1508440,2
2312,1509195,0
2313,1509544,0
2314,1510206,0
2315,1510267,1
2316,1510696,0
2317,1510908,0
2318,1510912,0
2319,1511399,2
2320,1511478,0
2321,1512081,0
2322,1512224,2
2323,152385,0
2324,152603,0
2325,153977,0
2326,155432,2
2327,157157,0
2328,16002231,0
2329,16003075,0
2330,16003621,0
2331,16004236,0
2332,16004625,0
2333,16006109,0
2334,16007004,0
2335,16007089,1
2336,16007100,0
2337,16007842,2
2338,16008455,0
2339,16009143,2
2340,16009378,0
2341,16009396,0
2342,16009564,2
2343,16010207,2
2344,16010353,0
2345,16013198,2
2346,16013201,2
2347,16016091,2
2348,16018577,0
2349,16020450,2
2350,16020471,0
2351,16023643,1
2352,16023892,2
2353,16023957,0
2354,16024055,0
2355,16027075,2
2356,16038432,0
2357,1603959,2
2358,16041824,0
2359,16044435,0
2360,16045033,2
2361,16045725,0
2362,16046538,2
2363,16047313,2
2364,16047583,2
2365,16049336,2
2366,16060049,2
2367,16061405,0
2368,16072400,2
2369,16072512,0
2370,16096250,1
2371,16096326,0
2372,16096617,0
2373,16096727,0
2374,16096863,2
2375,16101282,0
2376,16103733,2
2377,16103884,1
2378,16116362,2
2379,16118177,2
2380,16130090,0
2381,16134104,2
2382,16135823,2
2383,16135887,2
2384,16135965,2
2385,16142385,2
2386,16147460,0
2387,16147661,2
2388,16148021,2
2389,16148462,2
2390,16150665,2
2391,16150734,2
2392,16155055,2
2393,16155469,2
2394,16155606,2
2395,16156440,0
2396,16159906,2
2397,16162161,1
2398,16162483,2
2399,16163901,0
2400,16169683,0
2401,16170432,2
2402,16170509,2
2403,16170637,2
2404,16170639,2
2405,16171247,1
2406,16175634,1
2407,16178688,2
2408,16182039,2
2409,16182559,1
2410,16184558,2
2411,16184574,2
2412,16184664,2
2413,16184692,2
2414,16184693,2
2415,16184736,2
2416,16184772,2
2417,16184812,2
2418,16184834,2
2419,16184853,2
2420,16185293,2
2421,16188932,2
2422,16189772,2
2423,16190712,2
2424,16190813,2
2425,16191048,2
2426,16191081,2
2427,16191084,1
2428,16191096,1
2429,16191097,1
2430,16191099,1
2431,16191122,2
2432,16191125,2
2433,16191228,1
2434,16191230,2
2435,16191259,1
2436,16191323,1
2437,16191324,2
2438,16191325,2
2439,16191340,1
2440,16191347,2
2441,16191357,2
2442,16191389,2
2443,16191660,2
2444,16191671,2
2445,16191682,0
2446,16191690,1
2447,16191716,2
2448,16198425,2
2449,16199755,2
2450,16199836,2
2451,16199893,1
2452,16204453,1
2453,16226422,1
2454,16231411,2
2455,16232983,1
2456,162997,0
2457,163368,0
2458,164391,0
2459,1650690,0
2460,167573,2
2461,167582,0
2462,167760,0
2463,167785,0
2464,168064,1
2465,17000656,2
2466,17001133,1
2467,17001214,0
2468,17001240,2
2469,17001333,2
2470,17001359,1
2471,17001374,1
2472,17002219,0
2473,17002793,2
2474,17003673,1
2475,17003880,1
2476,17004154,2
2477,17004296,1
2478,17004297,2
2479,17004405,1
2480,17004653,0
2481,17004689,1
2482,17004803,0
2483,17004899,2
2484,17004900,2
2485,17004916,2
2486,17011031,1
2487,17011282,2
2488,17012244,1
2489,17012689,1
2490,17012693,0
2491,17012834,1
2492,17012973,2
2493,17013016,1
2494,17013181,2
2495,17013230,1
2496,17013464,2
2497,17014310,2
2498,17014486,2
2499,17014850,0
2500,17025104,2
2501,17025189,2
2502,17025294,2
2503,17025594,0
2504,17025609,2
2505,17025740,1
2506,17025912,2
2507,17026003,0
2508,17026079,0
2509,17026314,1
2510,17026430,2
2511,17027211,2
2512,17027427,2
2513,17027569,2
2514,17027654,2
2515,17027720,0
2516,17027721,2
2517,17027749,1
2518,17027750,1
2519,17027802,2
2520,17028022,0
2521,17028250,1
2522,17028257,2
2523,17028368,1
2524,17028392,1
2525,17028531,2
2526,17028532,1
2527,17028633,1
2528,17028717,1
2529,17028718,1
2530,17028973,2
2531,17029044,0
2532,17029045,1
2533,17029163,2
2534,17029167,2
2535,17029326,2
2536,17029330,2
2537,17029332,1
2538,17029511,2
2539,17030570,2
2540,17030946,2
2541,17030947,1
2542,17030949,1
2543,17030999,2
2544,17031059,2
2545,17031146,2
2546,17031217,1
2547,17031314,2
2548,17031327,2
2549,17031328,1
2550,17032041,2
2551,17032042,1
2552,17032111,2
2553,17032207,0
2554,17032323,1
2555,17032338,2
2556,17032433,1
2557,17032434,1
2558,17032435,0
2559,17032665,1
2560,17032733,1
2561,17032884,2
2562,17032962,1
2563,17033339,2
2564,17033352,2
2565,17033355,2
2566,17033359,2
2567,17033496,2
2568,17033715,2
2569,17033717,2
2570,17033813,0
2571,17033818,2
2572,17033819,1
2573,17034077,2
2574,17034212,2
2575,1705533,1
2576,1705660,2
2577,1707108,1
2578,18000388,0
2579,18000552,2
2580,18000767,0
2581,1800324,0
2582,1800405,1
2583,18005801,0
2584,18005806,0
2585,18005941,1
2586,18005991,0
2587,18006326,0
2588,1800638,0
2589,18006792,0
2590,1800689,1
2591,18006938,2
2592,1800707,2
2593,18007344,0
2594,18007352,2
2595,1800740,2
2596,1800786,2
2597,1800792,2
2598,1800872,0
2599,18009139,0
2600,1801214,0
2601,1801283,0
2602,1801290,2
2603,1801329,2
2604,1801604,0
2605,18016343,0
2606,18017495,0
2607,1801938,0
2608,18021652,0
2609,1802200,0
2610,18022053,0
2611,18022060,0
2612,18022061,2
2613,18024439,0
2614,18026017,2
2615,18027232,0
2616,18027937,0
2617,18029100,0
2618,18032080,2
2619,18032171,0
2620,18032172,2
2621,18032917,2
2622,18033791,0
2623,18039659,2
2624,18040289,0
2625,18040604,0
2626,18041601,2
2627,18043427,0
2628,18044983,0
2629,18045312,1
2630,18046133,2
2631,18046321,2
2632,1804723,0
2633,18049252,2
2634,1804939,1
2635,18049393,0
2636,1805090,1
2637,18051642,2
2638,18051796,0
2639,18052047,0
2640,18052166,0
2641,18053710,0
2642,18053899,2
2643,18054113,2
2644,18056184,2
2645,18056527,0
2646,1805705,2
2647,1805747,0
2648,18057981,0
2649,18058044,2
2650,18058220,0
2651,1805854,0
2652,18058926,0
2653,18060031,0
2654,18060034,2
2655,18060250,2
2656,18060257,2
2657,1806143,0
2658,1806155,1
2659,18074388,2
2660,18075141,0
2661,18075266,2
2662,18077451,2
2663,18077695,2
2664,18077842,0
2665,18080454,0
2666,18081030,0
2667,18081046,2
2668,18081050,2
2669,18081068,2
2670,18081210,2
2671,18081838,1
2672,18083504,2
2673,18083513,2
2674,18083548,2
2675,18083571,0
2676,18083597,2
2677,18083609,2
2678,18083932,0
2679,18083969,2
2680,18083982,0
2681,18084295,0
2682,18084327,0
2683,18084341,2
2684,18086150,2
2685,18087046,2
2686,18087061,2
2687,18087457,2
2688,18087459,2
2689,18087765,0
2690,18087913,2
2691,18088891,2
2692,18089273,1
2693,18089308,2
2694,18089330,0
2695,18089418,2
2696,18089541,2
2697,18089582,2
2698,18089614,2
2699,18089621,2
2700,18089623,2
2701,18089808,2
2702,18089888,2
2703,18090019,2
2704,18090020,2
2705,18090022,2
2706,18090023,0
2707,18090247,2
2708,18092067,2
2709,18093397,2
2710,18093398,0
2711,18093489,2
2712,18093493,2
2713,18093798,1
2714,18094295,2
2715,18094765,0
2716,18094845,0
2717,18095030,2
2718,18095369,2
2719,18095436,2
2720,18096590,0
2721,18096591,2
2722,18096603,2
2723,18096612,2
2724,18096682,2
2725,18096686,2
2726,18096748,2
2727,18096753,2
2728,18096775,1
2729,18096779,2
2730,18096828,2
2731,18096829,2
2732,18096830,2
2733,18096958,2
2734,18096960,2
2735,18096961,2
2736,18096970,2
2737,18096976,1
2738,18097397,2
2739,18097706,2
2740,18099162,0
2741,18099537,0
2742,18101328,1
2743,18101363,2
2744,18101375,2
2745,18101424,2
2746,18101434,2
2747,18101467,1
2748,18101530,2
2749,18101538,2
2750,18101561,2
2751,18101565,2
2752,18101607,2
2753,18101621,2
2754,18101641,0
2755,18101667,2
2756,18101719,2
2757,18101812,2
2758,18101853,2
2759,18101855,2
2760,18101928,2
2761,18102160,2
2762,18102163,2
2763,18102166,2
2764,18102182,2
2765,18102747,2
2766,18102812,2
2767,18102814,0
2768,18102823,2
2769,18102828,2
2770,18102846,2
2771,18102950,2
2772,19000073,2
2773,19000283,0
2774,19000289,0
2775,19000626,0
2776,19000707,0
2777,19000714,0
2778,1900075,1
2779,19000781,2
2780,19001406,0
2781,1900169,1
2782,19001937,0
2783,19003063,2
2784,19003288,2
2785,19003335,0
2786,19003337,2
2787,19003586,0
2788,19003706,0
2789,19004294,0
2790,19004553,0
2791,19004652,0
2792,19004954,0
2793,19005103,2
2794,19005246,2
2795,19006131,0
2796,19006212,2
2797,19006935,0
2798,19007587,0
2799,19007707,2
2800,19007805,0
2801,19008106,0
2802,19008789,2
2803,19008790,2
2804,19009038,0
2805,19009122,2
2806,19009330,0
2807,19009389,0
2808,19009709,0
2809,19010155,0
2810,19011210,0
2811,19011657,2
2812,19011665,0
2813,19011679,0
2814,19012140,0
2815,19012918,0
2816,19012940,2
2817,19014269,0
2818,19015911,0
2819,19016131,0
2820,19016413,2
2821,19016686,0
2822,19017188,0
2823,19017870,2
2824,19018299,2
2825,19018716,2
2826,19018962,0
2827,19019230,0
2828,19019231,0
2829,19019264,0
2830,19019280,2
2831,19019287,0
2832,19019435,0
2833,19019550,0
2834,19019554,2
2835,1901999,1
2836,19020278,2
2837,19020439,0
2838,19020617,2
2839,19020766,2
2840,19021608,0
2841,19022108,2
2842,19022556,2
2843,1902291,1
2844,19023726,2
2845,19024802,0
2846,19024815,0
2847,19024982,0
2848,19025417,0
2849,19025830,0
2850,19026002,0
2851,19026066,0
2852,1902612,2
2853,19026285,0
2854,19026466,0
2855,19026659,2
2856,19026884,0
2857,19027895,0
2858,19028164,2
2859,19028371,0
2860,19028394,2
2861,19028526,0
2862,19029353,2
2863,19029769,0
2864,19030165,2
2865,1903073,1
2866,19030995,0
2867,19032023,0
2868,19032626,2
2869,19032957,1
2870,19033327,2
2871,19033655,0
2872,19033912,2
2873,19034028,0
2874,19035089,0
2875,19035468,0
2876,19035505,2
2877,19035536,2
2878,19035579,2
2879,19035667,0
2880,19035681,2
2881,19035980,0
2882,19036033,2
2883,19036464,0
2884,19036574,2
2885,19036735,0
2886,19036810,0
2887,19038040,0
2888,19038158,2
2889,19038567,0
2890,19038577,0
2891,19038791,0
2892,19039481,0
2893,19039553,1
2894,19040170,2
2895,19040521,0
2896,19042296,2
2897,19042305,1
2898,19042307,2
2899,19042317,0
2900,19042340,0
2901,19042556,0
2902,19042814,0
2903,19043182,0
2904,19043460,2
2905,19043503,0
2906,19044898,2
2907,19045311,2
2908,19045620,0
2909,19045754,0
2910,19045798,2
2911,19046043,0
2912,19046046,0
2913,19046322,0
2914,19046506,0
2915,19047105,0
2916,19047127,0
2917,19047491,0
2918,19047533,2
2919,19047845,0
2920,19048212,0
2921,19049833,0
2922,19051500,2
2923,19051733,2
2924,19052640,2
2925,19052912,2
2926,19053217,0
2927,19053437,2
2928,19053526,0
2929,19053995,2
2930,19054257,2
2931,19054339,0
2932,19054414,2
2933,19054418,2
2934,19054613,0
2935,19054680,0
2936,19055102,2
2937,19055104,0
2938,19055775,2
2939,19056135,0
2940,19056515,0
2941,19056823,0
2942,19056866,0
2943,19056919,0
2944,19058879,0
2945,19058903,2
2946,19058959,2
2947,19060946,0
2948,19061311,2
2949,19061448,0
2950,19061449,2
2951,19061800,0
2952,19061803,2
2953,19062131,0
2954,19062770,0
2955,19064241,0
2956,19064806,0
2957,19064902,0
2958,19066607,2
2959,19066696,2
2960,19066752,2
2961,19066927,2
2962,19067169,0
2963,19067221,0
2964,19068787,0
2965,19069374,0
2966,19069561,0
2967,19069808,0
2968,19070135,0
2969,19071736,2
2970,19072446,2
2971,19073529,0
2972,19073540,0
2973,19073583,0
2974,19073805,0
2975,19073930,0
2976,19074301,0
2977,19074539,0
2978,19074783,2
2979,19075839,0
2980,19079215,2
2981,19080206,2
2982,19080665,0
2983,19080849,0
2984,19080851,2
2985,19081868,0
2986,19082482,2
2987,19082485,0
2988,19082598,2
2989,19082671,0
2990,19082753,0
2991,19082803,2
2992,19083100,2
2993,19083339,0
2994,19084256,2
2995,19084638,0
2996,19084777,0
2997,19086163,2
2998,19086435,0
2999,19086572,2
3000,19086644,2
3001,19086737,2
3002,19086787,2
3003,19087585,0
3004,19087781,0
3005,19088280,2
3006,19088288,2
3007,19089153,2
3008,19089585,0
3009,19090340,0
3010,19090441,2
3011,19090499,0
3012,19090895,0
3013,19091027,0
3014,19094970,0
3015,19095174,0
3016,19095910,2
3017,19096176,0
3018,19096543,2
3019,19096786,2
3020,19098925,0
3021,19100042,2
3022,19100057,2
3023,19102112,2
3024,19102142,0
3025,19102154,0
3026,19102401,0
3027,19102512,0
3028,19102543,0
3029,19103547,2
3030,19105867,2
3031,19106889,0
3032,19107170,2
3033,19107798,0
3034,19107956,0
3035,19108169,0
3036,19108266,2
3037,19108352,0
3038,19108408,2
3039,19108576,2
3040,19108985,2
3041,19108989,0
3042,19109923,0
3043,19110282,0
3044,19112560,0
3045,19112682,2
3046,19112717,2
3047,19113322,0
3048,19113741,0
3049,19114771,2
3050,19114800,0
3051,19114883,0
3052,19115035,0
3053,19115172,0
3054,19115179,2
3055,19115396,2
3056,19115476,2
3057,19115563,0
3058,19115703,2
3059,19116255,0
3060,19116256,2
3061,19117206,2
3062,19118535,0
3063,19119116,0
3064,19119369,0
3065,19119624,0
3066,19120437,0
3067,19122789,2
3068,19123217,0
3069,19123244,2
3070,19123744,2
3071,19123794,0
3072,19123819,2
3073,19123828,0
3074,19124061,0
3075,19124394,2
3076,19124484,0
3077,19124581,0
3078,19125042,2
3079,19125760,2
3080,19125963,2
3081,19126395,0
3082,19126771,0
3083,19127358,2
3084,19127822,0
3085,19130461,2
3086,19131245,0
3087,19131356,0
3088,19131357,2
3089,19133994,0
3090,19135387,0
3091,19135868,0
3092,19136135,2
3093,19136137,0
3094,19136455,0
3095,19137172,0
3096,19138510,0
3097,19138598,2
3098,19139273,0
3099,19139629,0
3100,19139707,2
3101,19139841,0
3102,19140756,2
3103,19140964,2
3104,19141414,0
3105,19141535,2
3106,19141878,2
3107,19142503,2
3108,19142515,2
3109,19143371,0
3110,19144028,2
3111,19144068,2
3112,19144225,0
3113,19145015,0
3114,19145406,2
3115,19145496,2
3116,19145984,2
3117,19147891,1
3118,19148891,0
3119,19149112,2
3120,19149114,0
3121,19149208,2
3122,19149434,2
3123,19152162,0
3124,19152229,0
3125,19152627,0
3126,19152800,2
3127,19153070,0
3128,19153073,0
3129,19153074,0
3130,19153561,2
3131,19153563,2
3132,19153567,0
3133,19153570,0
3134,19153739,2
3135,19153798,0
3136,19153943,0
3137,19154015,1
3138,19154402,0
3139,19155081,2
3140,19156939,0
3141,19157059,2
3142,19157459,0
3143,19157509,2
3144,19157510,2
3145,19158810,0
3146,19159357,0
3147,19160515,2
3148,19161016,2
3149,19161091,2
3150,19161251,2
3151,19162567,2
3152,19162579,0
3153,19162580,2
3154,19162787,2
3155,19162816,0
3156,19163097,0
3157,19163197,1
3158,19164261,2
3159,19164366,0
3160,19164511,0
3161,19164545,0
3162,19164656,0
3163,19165271,0
3164,19165602,2
3165,19165604,0
3166,19165968,2
3167,19167344,0
3168,19167497,2
3169,19167505,2
3170,19168148,2
3171,19168154,2
3172,19168591,2
3173,19168616,0
3174,19168904,0
3175,19169352,2
3176,19169914,2
3177,19170189,2
3178,19170212,2
3179,19170571,2
3180,19171051,0
3181,19171052,0
3182,19171084,0
3183,19171130,0
3184,19171246,2
3185,19171412,2
3186,19171414,2
3187,19171503,0
3188,19171596,2
3189,19171600,0
3190,19171601,0
3191,19171607,2
3192,19171609,2
3193,19171611,1
3194,19171744,2
3195,19172046,2
3196,19172048,0
3197,19172384,2
3198,19172484,0
3199,19173160,2
3200,19173191,0
3201,19173880,2
3202,19173886,0
3203,19173890,0
3204,19173912,2
3205,19174275,0
3206,19174843,2
3207,19174904,2
3208,19174973,2
