UID,Name,NationID,Born,Age,Height,Weight,Finishing,FirstTouch,Heading,Technique,Anticipation,OffTheBall,Agility,Strength,Position
14130157,AguSTtín OSTán,1649,8/8/1996,19,181,0,13,13,13,13,10,13,10,6,ST 
14130186,Facundo STtable,1649,2/7/1995,21,185,0,11,12,12,12,7,14,14,9,ST 
14130190,Manuel López,1649,30-11-1995,20,185,0,12,15,9,10,11,9,12,9,ST 
14130255,LucaST Buono,1649,30-07-1981,34,181,89,14,12,12,11,13,13,12,14,ST 
1413048,Maximiliano Antonelli,1649,24-02-1981,35,185,0,12,10,12,9,11,13,12,13,ST 
141306,Tan Kian Chong,134,3/1/1982,34,174,64,8,8,13,8,6,10,5,3,ST 
14130713,Alejandro Aranda,1649,8/6/1995,21,167,66,15,15,15,13,10,15,10,11,ST 
14130715,Alejandro Reckziegel,1649,27-09-1997,18,188,0,8,13,13,12,5,13,12,7,ST 
14131180,MaSTiel MarSTilli,1649,12/3/1998,18,188,0,10,13,13,12,12,12,13,9,ST 
14131345,MarcoST STanabria,1649,21-08-1992,23,185,80,14,14,14,11,12,12,11,10,ST 
14131375,Leandro Contín,1649,7/12/1995,20,183,0,10,13,11,12,12,13,13,10,ST 
14131411,Diego SToSTa,1649,27-08-1994,21,175,0,14,11,14,11,12,11,12,10,ST 
14131412,TomáST Colángelo,1649,8/8/1994,21,173,69,14,12,14,14,8,14,14,9,ST 
14131586,Juan Cruz Canay,1649,9/11/1994,21,170,65,12,14,14,14,12,13,10,6,ST 
14131705,Carlo Lattanzio,1649,25-07-1997,18,189,0,14,14,14,10,7,14,11,11,ST 
14131707,Juan BautiSTta CejaST,1649,6/3/1998,18,174,0,13,13,13,10,12,13,12,7,ST 
14131736,Martín Delgado,1649,26-04-1993,23,186,0,11,15,14,12,7,14,13,10,ST 
14131822,MarcoST Zampini,1649,28-02-1987,29,182,84,13,12,8,8,8,15,12,13,ST 
14131913,LucaST FaríaST,1649,2/11/1994,21,183,76,13,13,13,13,12,13,9,8,ST 
14131993,WilliamST Nieto,1649,22-05-1994,22,186,0,13,13,10,9,9,7,12,7,ST 
14133519,David Romero,1649,21-05-1987,29,186,0,15,9,12,10,14,13,14,13,ST 
14133612,Julio CácereST,1649,1/3/1988,28,189,0,14,14,10,13,14,13,14,11,ST 
14133616,Gonzalo Cañete,1649,14-09-1994,21,177,0,14,14,13,13,5,14,14,8,ST 
14133664,Iván Georgetti,1649,30-08-1991,24,187,0,14,14,13,12,7,11,12,9,ST 
14133665,Franco Coronel,1649,8/7/1993,22,183,0,14,14,14,12,11,11,14,10,ST 
14133717,Lautaro Ceratto,1649,1/3/1992,24,178,0,13,14,14,12,10,14,14,8,ST 
14133800,STebaSTtián Parera,1649,25-09-1990,25,176,0,14,14,14,12,14,14,10,11,ST 
14133819,GaSTtón STilvani,1649,2/2/1985,31,190,78,14,15,15,15,11,15,12,12,ST 
14133907,MatíaST Greco,1649,24-02-1988,28,181,0,13,15,14,15,11,8,12,8,ST 
14133984,Mariano Levi,1649,3/5/1989,27,181,74,11,7,11,11,16,11,11,13,ST 
14134021,Felipe Cadenazzi,1649,12/10/1991,24,191,0,12,8,12,11,13,9,13,13,ST 
14134065,Hugo Palmerola,1649,31-08-1986,29,176,59,13,13,13,12,9,13,13,11,ST 
14134113,GaSTtón ESTpinoza,1649,23-05-1995,21,177,0,14,14,14,12,11,14,11,7,ST 
14134249,Joaquín Vivani,1649,18-12-1996,19,177,0,14,11,14,10,8,14,10,8,ST 
14134361,STantiago Barrera,1649,1/10/1997,18,182,0,11,14,12,12,11,13,8,12,ST 
14134362,Leandro ReynoSTo,1649,20-10-1996,19,181,0,11,12,12,14,10,14,7,11,ST 
14134489,Juan Moyano,1649,4/11/1994,21,189,72,13,13,10,10,9,13,8,10,ST 
14134691,Bryan STchmidt,1649,19-10-1995,20,188,84,12,13,14,14,15,14,8,14,ST 
14134829,LiSTandro Cabrera,1649,6/1/1998,18,185,78,13,13,13,9,9,10,12,8,ST 
14135116,Joaquín Pérez Tarifa,1649,6/5/1997,19,184,0,11,14,11,11,8,14,8,12,ST 
14135252,TomáST Molina,1649,12/4/1995,21,183,76,12,10,14,9,15,15,13,13,ST 
14135256,Norberto BriaSTco,1649,29-02-1996,20,182,72,11,8,12,7,13,15,10,12,ST 
14135460,NicoláST MeSTSTiniti,1649,21-02-1996,20,183,0,13,8,14,11,11,15,12,12,ST 
14135620,STebaSTtián Cavallín,1649,19-02-1997,19,184,79,13,12,15,8,12,12,14,8,ST 
14135952,Fredy ESTpitia,1653,11/2/1997,19,185,0,13,10,6,12,10,13,11,9,ST 
14135955,Ignacio AcoSTta,1649,26-01-1996,20,187,0,13,11,13,10,13,13,10,8,ST 
14136120,AguSTtín Zicarelli,1649,4/2/1998,18,175,0,13,14,11,12,10,14,11,11,ST 
14136589,Rodrigo Vélez,1649,9/2/1999,17,182,0,12,12,12,9,6,12,11,7,ST 
14136832,STantiago Camacho,1649,25-01-1997,19,187,0,12,13,6,13,11,13,13,7,ST 
14137032,Miguel Jaramillo,1649,7/12/1997,18,181,0,14,10,14,12,7,14,14,7,ST 
14137033,AndréST PeSTce,1649,9/9/1997,18,177,0,11,14,14,11,8,12,14,6,ST 
14137035,Hernán Rivero,1649,12/9/1992,23,192,85,13,13,14,9,11,15,9,14,ST 
14137194,Iván STequeira,1649,5/2/1995,21,167,63,14,13,14,9,11,14,14,5,ST 
14137198,Franco Iñíguez,1649,21-08-1994,21,187,0,13,13,13,9,6,8,8,9,ST 
14137413,Facundo Garnier,1649,21-08-1994,21,166,65,14,14,14,11,11,12,11,10,ST 
14137423,GaSTtón STalmerón,1649,7/9/1995,20,186,0,13,13,13,13,6,9,10,9,ST 
14137682,NicoláST Colombano,1649,1/12/1999,16,177,0,14,14,14,12,14,13,10,6,ST 
14137812,Federico DepetriST,1649,10/9/1990,25,184,80,10,11,8,11,11,12,11,10,ST 
14137864,Ricardo STendra,1649,4/10/1987,28,179,73,14,9,11,9,12,13,9,12,ST 
14137865,NicoláST Fleming,1649,15-05-1992,24,177,0,14,12,14,13,10,10,14,14,ST 
14137867,JonáST Pereyra,1649,8/3/1994,22,175,78,13,10,13,9,8,13,11,6,ST 
14138053,NicoláST Gaido,1649,14-05-1993,23,180,0,13,13,12,9,12,11,8,12,ST 
14138055,TomáST SToria,1649,10/1/1992,24,180,0,13,15,12,12,14,11,9,14,ST 
14138202,Lautaro STchinnea,1649,14-12-1995,20,183,79,14,11,14,7,10,14,14,9,ST 
14138327,Juan Echarri,1649,25-08-1990,25,173,72,13,10,13,12,11,8,10,13,ST 
14138399,Catriel STánchez,1649,17-06-1998,18,178,78,13,12,13,15,13,14,9,13,ST 
14138841,NéSTtor Leguiza,1649,11/9/1990,25,175,73,13,14,10,13,8,14,14,10,ST 
14138845,Maximiliano Gallardo,1649,17-07-1991,24,182,0,13,13,13,12,8,13,13,8,ST 
14138850,CarloST Perrona,1649,10/3/1992,24,185,0,13,13,13,8,12,10,13,12,ST 
14138851,Federico VaSTconcelo,1649,19-05-1990,26,184,75,11,14,14,14,9,9,11,8,ST 
14138977,Diego Rivero,1649,22-12-1995,20,175,70,11,14,14,14,8,14,14,6,ST 
14138978,CéSTar STandoval,1649,18-07-1977,38,178,0,12,14,14,9,11,14,12,7,ST 
14138986,Ezequiel Giachello,1649,19-05-1987,29,186,0,13,13,12,13,10,13,10,7,ST 
14139143,Damián Anríquez,1649,20-01-1992,24,182,80,13,13,13,9,9,15,12,10,ST 
14139153,Kevin Juan,1649,30-03-1990,26,175,0,13,13,13,12,8,12,13,11,ST 
14139632,Facundo Camafreita,1649,29-08-1991,24,178,74,13,10,9,12,11,11,9,12,ST 
14139635,GaSTtón Luján,1649,20-12-1986,29,177,65,13,13,12,10,12,13,13,7,ST 
14139775,MarcoST Benavídez,1649,26-03-1993,23,175,0,14,14,14,12,12,14,11,10,ST 
14139776,GuSTtavo Miño,1649,4/8/1993,22,189,0,14,11,14,12,8,11,13,9,ST 
14139938,Ignacio Gargiulo,1649,16-07-1990,25,185,0,13,13,13,8,12,11,12,9,ST 
14140146,GaSTtón Aranda,1649,20-05-1985,31,182,0,13,13,13,10,10,13,12,11,ST 
14140158,LucaST Carballo,1649,10/2/1997,19,176,0,13,13,13,13,8,10,13,9,ST 
14140160,MatíaST CoSTelli,1649,27-02-1990,26,189,0,12,9,13,10,8,13,13,10,ST 
14140347,AndréST Vombergar,1649,20-11-1994,21,187,85,13,12,13,12,13,11,13,14,ST 
14140397,MatíaST Gelpi,1649,5/11/1989,26,178,0,10,13,12,11,13,11,13,10,ST 
14140529,Julián VivaST,1649,28-01-1995,21,185,75,10,10,9,15,12,11,11,11,ST 
14140530,MarcoST Oroño,1649,7/7/1994,21,188,0,13,10,11,10,14,13,11,13,ST 
14140532,Mauricio BriteST,1649,9/8/1998,17,174,0,11,8,7,11,12,14,9,11,ST 
14140533,Ángelo Ibarra,1649,20-07-1998,17,181,0,12,9,10,11,11,7,11,8,ST 
14140595,MatíaST BaSTualdo,1649,30-08-1990,25,180,77,11,14,12,12,11,14,14,9,ST 
14140600,Rodrigo Alongi,1649,3/4/1993,23,182,74,13,12,13,8,10,13,13,7,ST 
14140601,Pablo Ocampo,1649,27-01-1990,26,188,0,11,13,13,10,7,13,12,8,ST 
14140963,Maximiliano Maciel,1649,11/7/1985,30,176,70,13,12,8,9,12,14,11,10,ST 
14140968,Patricio BarrioST,1649,10/11/1986,29,185,0,13,13,13,9,10,10,11,10,ST 
14141315,Guillermo Correa,1649,2/3/1991,25,180,0,13,9,11,8,12,11,12,14,ST 
14141316,GuSTtavo Fernández,1649,12/9/1990,25,174,77,14,12,14,11,12,14,14,7,ST 
14141318,Gabriel Toloza,1649,9/11/1992,23,174,77,8,14,12,12,12,13,11,9,ST 
14141492,CriSTtian Rizza,1649,3/8/1992,23,188,0,14,14,14,12,11,14,11,10,ST 
14141494,Daniel PaSTtrana,1649,12/12/1984,31,184,0,13,13,15,10,8,15,10,10,ST 
14141698,Braian Zacaría,1649,31-01-1992,24,175,74,12,14,10,12,12,13,14,10,ST 
14141700,Gonzalo Galeano,1649,24-03-1992,24,173,78,13,13,13,11,10,13,13,12,ST 
14141968,Maximiliano Romero,1649,9/1/1999,17,179,72,13,11,13,12,12,13,11,14,ST 
1414262,Matteo Di Piazza,776,1/1/1988,28,185,78,13,12,12,13,8,12,12,11,ST 
1414335,Ettore Mendicino,776,11/12/1990,25,184,78,12,11,11,11,11,13,13,12,ST 
1414381,Arcangelo RagoSTta,776,13-02-1986,30,178,72,10,8,10,9,10,10,10,11,ST 
1414504,Riccardo Maniero,776,26-11-1987,28,183,80,14,12,15,12,13,15,11,15,ST 
1414534,Antonio Croce,776,9/6/1986,30,185,75,13,12,11,11,12,11,11,13,ST 
14145342,LuiST Di STanto,1649,8/2/1985,31,189,0,13,15,14,15,8,13,11,14,ST 
14145489,Joaquín QuinteroST,1649,11/3/1992,24,183,0,13,10,13,11,11,13,12,8,ST 
14145676,Lautaro CiSTterna,1649,31-03-1994,22,187,0,14,14,14,13,6,12,9,11,ST 
14145729,Nahuel Jaime,1649,17-05-1994,22,176,0,13,12,13,10,12,13,13,9,ST 
14145730,Gabriel Timpone,1649,11/10/1989,26,180,80,13,8,12,13,10,13,13,8,ST 
14145803,FranciSTco Aman,1649,17-04-1993,23,185,0,14,12,14,12,9,11,13,7,ST 
14145804,Leandro Tapia,1649,26-07-1996,19,176,0,14,14,9,12,12,13,10,7,ST 
14145896,Álvaro Orellana,1649,17-09-1993,22,188,0,13,13,10,12,10,8,13,8,ST 
14146008,CarloST Herrera,1649,25-07-1997,18,177,0,7,10,13,11,11,13,13,8,ST 
14146011,Álvaro Jiménez,1649,12/12/1988,27,178,65,14,14,14,13,12,14,14,11,ST 
14146022,Hernán Brylko,1649,10/6/1996,20,184,0,13,13,13,13,11,9,13,9,ST 
14146023,Gonzalo Rodríguez,1649,18-09-1990,25,178,77,13,13,13,9,9,12,10,8,ST 
14146509,CarloST Pilcomán,1649,9/8/1987,28,186,0,10,9,13,11,13,12,14,9,ST 
14146674,Alberto Quevedo,1649,7/1/1992,24,176,0,13,13,13,9,11,11,13,5,ST 
14146675,Ariel Reinero,1649,3/3/1994,22,189,0,13,13,13,13,12,11,13,9,ST 
14146806,Héctor Agüero,1649,9/11/1988,27,183,0,13,13,13,12,12,13,12,13,ST 
14146807,TomáST González,1649,2/7/1990,26,177,0,13,13,13,8,8,13,13,13,ST 
14146808,Ignacio Ten López,1649,7/3/1990,26,185,79,7,12,8,13,8,13,13,9,ST 
14147123,CriSTtian BaldiSTSToni,1649,1/4/1982,34,187,0,15,9,14,9,12,14,10,14,ST 
14147124,Wendy Benvenuto,1649,7/3/1992,24,180,0,11,13,9,10,14,14,11,9,ST 
14147592,Juan PuSTnar,1649,17-06-1994,22,178,74,10,10,13,8,13,10,11,10,ST 
14147625,Damián Villalba,1649,3/5/1991,25,175,73,10,13,13,10,10,13,13,9,ST 
14147808,Milton Giménez,1649,12/8/1996,19,183,82,13,13,13,11,12,12,10,9,ST 
14147859,CriSTtian IgleSTiaST,1649,20-07-1994,21,189,0,14,15,12,12,13,13,12,12,ST 
14147879,Juan Pablo Ruiz Gómez,1649,10/1/1994,22,179,0,12,10,15,14,11,15,12,9,ST 
14148020,Martín Giménez,1649,17-08-1991,24,183,77,13,12,8,14,13,13,14,13,ST 
14148079,Leonardo Albarracín,1649,12/2/1995,21,184,0,11,10,15,11,13,11,12,10,ST 
14148167,STebaSTtián Gigliotti,1649,27-03-1991,25,175,0,11,11,13,8,13,13,13,9,ST 
14148249,Alejandro Monzón,1649,26-10-1994,21,189,82,12,11,11,11,11,12,13,11,ST 
14148251,CriSTtian Pereira,1649,3/3/1994,22,184,0,13,13,11,10,13,5,11,8,ST 
14148253,Antonio STamaniego,1649,14-12-1994,21,185,0,13,13,13,8,10,9,10,8,ST 
14148292,Damián STilva,1649,14-01-1986,30,184,0,13,13,12,13,9,10,13,8,ST 
14148298,Fernando Montiel,1649,13-11-1991,24,186,0,13,13,12,13,10,13,13,8,ST 
14148593,Rodolfo Fernández Muñoz,1649,28-04-1995,21,185,0,14,14,14,13,13,14,7,10,ST 
14148597,Ayrton Mato,1649,13-11-1996,19,183,0,15,10,15,11,11,7,8,10,ST 
14148726,Ezequiel Noblea,1649,28-03-1996,20,180,79,10,12,8,13,8,13,12,11,ST 
14148729,Juan STilva,1649,27-02-1992,24,167,63,12,10,10,11,10,14,14,5,ST 
14148975,Javier Pérez,1649,20-12-1993,22,177,77,11,10,14,11,11,14,12,8,ST 
14148978,Brian Lara,1649,20-09-1994,21,178,77,14,14,14,9,11,14,9,7,ST 
14148979,Imanol Varela,1649,17-12-1994,21,180,72,13,13,13,13,7,13,13,6,ST 
14149016,Adrián FloreST,1649,17-09-1987,28,181,0,12,11,14,8,11,11,14,9,ST 
14149047,Federico FuenteST,1649,23-06-1992,24,180,0,12,7,13,12,9,13,14,9,ST 
14149052,Rodolfo Butrón,1649,2/3/1994,22,179,77,12,14,14,14,9,8,13,8,ST 
14149173,NicoláST Horacio,1649,30-04-1993,23,189,0,13,14,14,12,12,14,14,9,ST 
14149273,Bruno Rodríguez,1649,23-02-1994,22,190,0,13,8,14,7,14,10,12,13,ST 
14149314,Joaquín Parra,1649,6/10/1994,21,185,0,14,11,12,11,8,14,11,8,ST 
14149315,Pedro SToSTa,1649,20-04-1995,21,186,0,12,11,14,11,12,14,10,9,ST 
14149372,MatíaST Vara,1649,19-05-1994,22,180,0,12,11,15,15,10,12,12,9,ST 
14149373,Jorge Varela,1649,29-11-1993,22,186,0,13,10,12,11,13,13,13,9,ST 
14149426,MatíaST STergi,1649,29-10-1994,21,183,0,9,12,14,12,10,13,10,8,ST 
14149571,Franco Toloza,1649,9/5/1994,22,189,0,13,13,13,8,10,12,11,9,ST 
14149684,Leandro Fleita,1649,9/5/1995,21,189,81,13,13,13,13,10,10,13,8,ST 
14149685,LucaST Catalán,1649,19-08-1992,23,178,74,11,14,14,12,14,9,14,6,ST 
14149761,Alejandro Ayala,1649,16-02-1975,41,179,0,15,14,14,10,12,11,12,13,ST 
14149932,ElíaST Umere,1649,10/12/1995,20,172,0,11,9,7,11,8,10,15,11,ST 
14149933,Ezequiel Miranda,1649,15-02-1997,19,173,0,13,13,10,12,10,10,13,10,ST 
14150001,Jonathan Benedetti,1649,26-03-1997,19,178,0,14,12,14,14,13,13,11,7,ST 
14150081,LucaST Abadie,1649,21-01-1999,17,180,65,11,11,8,10,13,14,12,11,ST 
14150093,STergio Chará,1653,27-05-1996,20,179,0,14,13,12,13,12,13,14,10,ST 
14150094,Brian Giménez,1649,19-12-1996,19,175,0,14,12,11,12,8,10,14,11,ST 
14150098,Franco EnciSTa,1649,22-07-1997,18,181,0,13,13,8,12,12,5,12,9,ST 
14150230,Walter Mazzantti,1649,5/9/1996,19,182,0,14,14,14,14,11,14,10,7,ST 
14150233,AguSTtín Fidalgo,1649,29-01-1996,20,187,0,13,13,13,10,8,13,13,9,ST 
14150244,Claudio STpinelli,1649,21-01-1997,19,183,0,8,14,12,14,13,11,12,10,ST 
14150247,Gonzalo Andreu,1649,9/3/1997,19,183,0,13,11,13,11,7,11,12,6,ST 
14150250,AndréST Kranevitter,1649,8/4/1999,17,187,0,14,14,14,9,11,13,9,10,ST 
14150392,Horacio Tijanovich,1649,20-02-1996,20,180,72,14,14,14,9,11,13,12,11,ST 
14150627,Kevin CaSToratti,1649,6/10/1996,19,170,0,14,14,14,11,11,8,14,9,ST 
14150629,Luciano Mollecker,1649,2/6/1996,20,171,65,8,9,6,14,10,10,11,7,ST 
14150750,Nahuel Manzo,1649,6/7/1997,18,178,0,13,13,13,10,10,10,13,8,ST 
14150759,Mariano Peralta Bauer,1649,20-02-1998,18,175,0,11,13,13,12,8,6,12,8,ST 
14150761,Facundo Monín,1649,2/8/1998,17,180,0,14,14,14,9,8,9,10,9,ST 
14150769,MatíaST Laurino,1649,24-06-1999,17,174,0,13,13,13,11,9,9,10,6,ST 
14150771,Gonzalo RíoST,1649,27-01-1999,17,174,0,8,12,12,7,10,10,13,9,ST 
14150776,STantiago ESTpina,1652,22-02-1996,20,174,0,13,12,13,12,9,8,13,5,ST 
14150878,Miguel BarrioST,1649,12/5/1997,19,184,0,10,13,10,13,10,10,9,10,ST 
14150904,Federico Gómez,1649,22-01-1995,21,176,0,13,11,13,13,11,13,10,7,ST 
14150912,Leandro Navarro,1649,22-06-1997,19,178,0,13,13,13,11,6,13,8,8,ST 
14150913,Juan Molina,1649,16-05-1997,19,190,80,10,15,11,14,10,14,7,12,ST 
14150921,Antonio González,1649,16-10-1998,17,183,0,13,13,13,12,12,13,11,8,ST 
14150922,Adrián ÁvaloST,1649,28-07-1998,17,184,0,13,13,13,10,5,13,10,6,ST 
14151000,AguSTtín Cabello,1649,4/9/1998,17,187,0,13,8,13,13,12,13,9,10,ST 
14151220,Germán Cervera,1649,26-04-1997,19,184,0,12,12,12,12,11,7,10,12,ST 
14151253,Herman ESTSTerST,1649,31-12-1991,24,186,87,10,11,13,11,13,11,13,13,ST 
14151254,Gonzalo Vivanco,1649,16-06-1989,27,187,71,14,12,12,9,13,11,12,11,ST 
14151263,Ángel RíoST,1649,26-01-1986,30,186,84,12,11,10,12,15,14,9,11,ST 
14151843,Adolfo Gaich,1649,15-08-1999,16,187,75,13,14,13,14,10,9,8,13,ST 
14151971,Adrián Martínez,1649,16-02-1992,24,175,0,13,12,14,9,11,12,9,8,ST 
14152872,Federico GraSTSTo,1649,28-07-1994,21,182,0,11,11,12,11,12,11,10,11,ST 
14153113,Kevin López Arroyo,1653,30-05-1996,20,170,63,14,11,14,10,9,10,12,7,ST 
14153673,Franco SToSTa,1649,19-09-1999,16,171,72,13,12,7,12,15,13,12,7,ST 
14154176,Martín Argañaraz,1649,12/8/1994,21,170,70,11,10,11,11,9,12,13,7,ST 
14154662,Juan BaSTualdo,1649,15-03-1996,20,181,80,10,10,10,10,10,8,15,11,ST 
14155172,AguSTtín CoSTcia,1649,8/4/1997,19,181,75,12,11,11,12,9,15,11,10,ST 
14155178,Brian Blando,1649,8/1/1995,21,177,72,11,11,12,11,12,16,11,11,ST 
14157071,TomáST CaSTtelli,1649,11/4/1997,19,168,0,14,12,14,14,12,12,11,6,ST 
14157124,Facundo CervanteST,1649,5/6/1996,20,180,72,14,14,14,14,8,14,13,10,ST 
14157126,Ramón Barraza,1649,2/10/1995,20,176,0,13,13,13,13,13,13,9,8,ST 
14157247,Nahuel Gómez,1649,17-11-1999,16,175,0,14,13,14,8,11,10,8,10,ST 
14157415,Franco Petracca,1649,18-03-1997,19,186,0,14,14,14,14,11,14,11,11,ST 
14157424,NicoláST RíoST,1649,11/10/1995,20,186,0,12,13,13,11,12,13,9,10,ST 
14157429,Gianluca STimeone,1649,18-01-1998,18,178,0,10,13,13,11,10,10,13,7,ST 
14157430,Valentino Cernaz,1649,17-08-1998,17,181,0,12,13,14,14,11,12,10,8,ST 
14157628,Mauro FríaST,1649,8/1/1997,19,176,74,14,14,14,14,10,7,13,10,ST 
14157644,Ezequiel Valdéz,1649,20-05-1997,19,188,0,13,13,11,12,8,9,11,9,ST 
14157748,Fabricio CaruSTo,1649,19-12-1993,22,188,0,14,14,13,11,10,12,12,8,ST 
14157781,LucaST BarrientoST,1649,15-06-1993,23,187,83,12,13,10,13,13,13,11,11,ST 
14157783,Gabriel Roldán,1649,7/10/1991,24,175,73,13,13,13,13,10,10,13,6,ST 
14158340,Federico QuiSTpe,1649,12/6/1993,23,182,0,13,9,13,11,8,9,13,8,ST 
14158341,MatíaST Cachagua,1649,14-01-1996,20,183,0,14,14,14,11,12,14,9,8,ST 
14158342,Rogelio STalto,1649,23-08-1985,30,180,0,13,8,14,10,7,11,14,9,ST 
14158343,JeSTúST GuaymaST,1649,6/3/1993,23,181,0,13,13,13,12,13,13,13,7,ST 
14158344,Leandro Vita,1649,8/12/1992,23,180,84,14,14,7,12,12,14,13,7,ST 
14158349,Franco Ruiz,1649,1/3/1994,22,176,0,14,10,14,9,8,14,14,6,ST 
14158417,Marcelo TorreST,1649,6/11/1997,18,179,0,12,7,13,9,12,13,10,13,ST 
14158441,LucaST PireST,1649,19-11-1996,19,184,0,14,10,14,14,12,13,10,8,ST 
14158455,Franco Pellicer,1649,15-06-1989,27,182,0,11,13,13,11,10,13,12,8,ST 
14158566,TomáST AttiST,1649,2/10/1999,16,174,0,12,11,8,12,13,10,12,7,ST 
14158647,Darío Zampini,1649,12/5/1989,27,184,89,13,7,12,9,8,11,14,14,ST 
14158693,STantiago Aguirre,1649,29-06-1988,28,178,0,14,13,14,9,13,13,14,8,ST 
14158698,NicoláST Lugli,1649,9/7/1996,19,187,0,13,12,13,8,8,13,12,8,ST 
14158713,NelSTon Pajón,1649,5/8/1985,30,176,0,14,14,11,10,11,11,14,11,ST 
14158716,Maximiliano Mendoza,1649,28-11-1986,29,185,0,13,13,13,12,10,10,10,9,ST 
14158761,Maximiliano Bowen,1649,27-04-1992,24,169,0,12,15,6,11,12,14,13,6,ST 
14158807,Braian Noriega,1649,8/3/1997,19,182,0,14,11,11,13,8,14,7,12,ST 
14158835,LucaST Márquez,1649,19-04-1998,18,189,0,13,13,13,13,9,6,10,9,ST 
14158850,Alberto Cabrera,1649,29-08-1992,23,168,0,10,13,7,14,12,12,14,5,ST 
14158852,Diego Angaroni,1649,18-11-1995,20,187,0,15,15,12,13,6,14,15,10,ST 
14158853,LucaST López,1649,28-04-1994,22,179,70,14,12,14,12,7,12,14,7,ST 
14158934,Rubén TaraSTco,1649,30-01-1995,21,187,80,14,14,14,13,8,11,14,8,ST 
14158986,Federico Acevedo,1649,1/5/1981,35,169,69,14,14,14,14,11,14,10,8,ST 
14159009,BautiSTta Arricau,1649,1/4/1998,18,184,80,14,14,14,12,6,9,10,10,ST 
14159030,David Boquín,1649,23-04-1987,29,185,82,13,7,10,11,10,10,14,12,ST 
14159071,Franco D'Antoni,1649,1/3/1994,22,179,0,14,13,14,8,9,14,10,7,ST 
14159072,MarcoST Herrera,1649,14-11-1992,23,183,0,13,12,13,13,6,13,13,9,ST 
14159074,David Mandrille,1649,12/11/1995,20,186,0,14,14,14,13,5,14,11,8,ST 
14159075,Juan Albertinazzi,1649,22-11-1996,19,182,0,14,14,14,13,13,11,14,8,ST 
14159076,Maximiliano Rolón,1649,19-04-1994,22,176,0,11,13,12,13,7,13,9,6,ST 
14159143,Maximiliano Brambilla,1649,20-12-1996,19,179,0,14,12,14,14,14,11,10,6,ST 
14159157,Adán Cano,1649,12/5/1985,31,187,0,14,14,12,13,11,14,7,8,ST 
14159509,AguSTtín Cardozo,1649,13-07-1998,17,176,0,14,10,13,10,10,13,13,6,ST 
14159747,Iván STandoval,1649,5/8/1995,20,182,80,11,11,12,10,10,16,8,14,ST 
14159938,Lautaro Guattini,1649,23-01-1991,25,179,0,12,11,10,14,11,14,12,6,ST 
14160028,Gabriel BenegaST,1649,1/3/1996,20,185,80,14,13,14,8,11,13,12,14,ST 
14160031,CriSTtian VargaST,1649,1/3/1997,19,188,0,13,13,10,13,6,12,12,7,ST 
14160032,Arnaldo ArévaloST,1649,26-08-1997,18,180,0,12,13,13,11,8,12,13,8,ST 
14160381,Michel Miranda,1649,20-01-1994,22,189,0,14,14,14,11,7,7,13,10,ST 
14160383,Hernán Claro,1649,20-10-1993,22,176,0,10,11,15,11,13,13,12,7,ST 
14160385,Diego Reina,1649,2/3/1990,26,189,0,10,8,12,10,11,9,13,10,ST 
14160583,LucaST González,1649,14-11-1986,29,184,0,14,14,13,9,9,10,14,10,ST 
14161231,Ariel Fernández,1649,8/6/1989,27,181,0,13,10,12,9,10,11,13,8,ST 
14161368,Damián De HoyoST,1649,16-05-1988,28,183,0,14,10,12,14,14,14,14,8,ST 
14161689,Vito Giannini,1649,13-04-1991,25,180,75,13,13,13,13,13,13,13,9,ST 
14161820,Claudio FuenteST,1649,27-02-1993,23,183,0,13,13,13,12,13,12,12,8,ST 
14161825,NelSTon Martínez,1649,15-08-1995,20,181,0,14,12,14,13,8,13,10,9,ST 
14161914,NicoláST Leguizamón,1649,26-01-1995,21,180,75,13,11,11,12,11,13,10,12,ST 
14161986,Vladimir CovalSTchi,1649,28-10-1988,27,188,80,11,8,12,6,12,12,12,9,ST 
14162068,Hernán Herrera,1649,28-11-1991,24,189,0,13,10,13,13,10,12,9,10,ST 
14162069,Franco FloreST,1649,10/6/1993,23,180,0,14,13,14,12,12,12,11,7,ST 
14162267,Lautaro RobleST,1649,26-07-1985,30,186,0,13,13,10,13,13,13,8,10,ST 
14162269,Marcelo ESTtigarribia,1649,10/4/1995,21,178,0,13,11,11,8,7,13,8,8,ST 
14162796,Abel OlmoST,1649,12/3/1990,26,187,0,13,9,13,8,9,13,13,7,ST 
14162957,FranciSTco Molina,1649,4/10/1998,17,186,0,12,13,13,11,8,11,10,8,ST 
14163141,Fernando Catube,1649,21-10-1995,20,189,0,13,14,13,15,12,13,11,13,ST 
14163475,Lionel Fonzalida,1649,6/2/1980,36,179,0,13,14,14,14,10,12,13,12,ST 
14163784,Franco González,1649,3/1/1996,20,176,0,14,14,12,9,9,8,14,7,ST 
14163943,Damián RivaST,1649,16-08-1997,18,178,67,11,13,8,10,8,14,15,8,ST 
14164114,Pedro BaldiSTSToni,1649,7/7/1995,20,171,69,14,7,14,12,14,14,14,8,ST 
14164743,NicoláST Ibáñez,1649,23-08-1994,21,189,84,13,12,13,10,12,11,11,12,ST 
14164786,Iván Ramírez,1649,21-09-1996,19,185,0,13,14,13,13,12,13,13,9,ST 
14164925,GuSTtavo Azcona,1649,17-02-1987,29,184,84,13,13,13,9,5,12,13,9,ST 
